law_nm,article_number,hang_number,article_title,structural_index,entity_type,concept,subject,action,object,legal_force,full_text,cross_law_refs,intra_law_refs,pipeline_version,generator_model,evaluator_model,eval_score,retry_count
여신전문금융업법,제46조,1,업무,"[4, 4, 46, 1]",REGULATION,여신전문금융회사의 업무 범위 제한,여신전문금융회사,업무를 제한함,업무,PROHIBITIVE,제46조(업무) ① 여신전문금융회사가 할 수 있는 업무는 다음 각 호의 업무로 제한한다. <개정 2016. 3. 29.> 1. 제3조에 따라 허가를 받거나 등록을 한 여신전문금융업(시설대여업의 등록을 한 경우에는 연불판매업무를 포함한다) 2. 기업이 물품과 용역을 제공함으로써 취득한 매출채권(어음을 포함한다)의 양수ㆍ관리ㆍ회수(回收)업무 3. 대출(어음할인을 포함한다. 이하 이 조에서 같다)업무 4. 제13조제1항제2호 및 제3호에 따른 신용카드업자의 부대업무(신용카드업의 허가를 받은 경우만 해당한다) 5. 그 밖에 제1호부터 제4호까지의 규정과 관련된 업무로서 대통령령으로 정하는 업무 6. 제1호부터 제4호까지의 규정에 따른 업무와 관련된 신용조사 및 그에 따르는 업무 6의2. 그 업무를 함께 하여도 금융이용자 보호 및 건전한 거래질서를 해할 우려가 없는 업무로서 대통령령으로 정하는 금융업무 7. 여신전문금융업에 부수하는 업무로서 소유하고 있는 인력ㆍ자산 또는 설비를 활용하는 업무,,제3조; 제13조제1항제2호,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
여신전문금융업법,제46조,2,업무,"[4, 4, 46, 2]",REGULATION,채권액 한도 제한,금융위원회,정하는 비율을 초과해서는 아니 된다,채권액,PROHIBITIVE,"제46조(업무) ② 제1항제3호에 따른 대출업무, 그 밖에 이와 유사한 업무로서 대통령령으로 정하는 업무에 따라 발생하는 채권액은 총자산(대통령령으로 정하는 업무에 따라 발생하는 채권액은 제외한다)의 100분의 100의 범위에서 금융위원회가 정하는 비율을 초과해서는 아니 된다. <개정 2016. 3. 29.>",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.7,3
여신전문금융업법,제46조,3,업무,"[4, 4, 46, 3]",REGULATION,채권액 산정 방식,대통령령,정한다,채권의 범위 및 산정 방식,PERMISSIVE,"제46조(업무) ③ 제2항에 따른 채권액을 산정할 때 포함되는 채권의 범위, 산정 방식 등에 대해서는 대통령령으로 정한다. <신설 2016. 3. 29.> [전문개정 2009. 2. 6.]",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제46조의2,1,부수업무의 신고,"[4, 4, 46, 1]",PROCEDURE,부수업무 신고,여신전문금융회사,신고,부수업무,MANDATORY,"제46조의2(부수업무의 신고) ① 여신전문금융회사가 제46조제1항제7호에 따른 부수업무를 하려는 경우에는 그 부수업무를 하려는 날의 7일 전까지 이를 금융위원회에 신고하여야 한다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 신고를 하지 아니하고 그 부수업무를 할 수 있다. 1. 금융이용자 보호 및 건전한 거래질서를 해할 우려가 없는 업무로서 금융위원회가 정하는 업무를 하는 경우 2. 제4항에 따라 공고된 다른 여신전문금융회사와 같은 부수업무(제2항에 따라 제한명령 또는 시정명령을 받은 부수업무는 제외한다)를 하려는 경우",,제46조제1항제7호,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
여신전문금융업법,제46조의2,2,부수업무의 신고,"[4, 4, 46, 2]",REGULATION,부수업무의 제한 및 시정명령,금융위원회,제한하거나 시정할 것을 명함,부수업무,PERMISSIVE,제46조의2(부수업무의 신고) ② 금융위원회는 제46조제1항제7호에 따른 부수업무의 내용이 다음 각 호의 어느 하나에 해당하는 경우에는 그 부수업무를 하는 것을 제한하거나 시정할 것을 명할 수 있다. 1. 여신전문금융회사의 경영건전성을 저해하는 경우 2. 금융이용자 보호에 지장을 초래하는 경우 3. 금융시장의 안정성을 저해하는 경우 4. 그 밖에 금융이용자 보호 및 건전한 거래질서 유지를 위하여 필요한 경우로서 대통령령으로 정하는 경우,,제46조제1항제7호,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제46조의2,3,부수업무의 신고,"[4, 4, 46, 3]",PROCEDURE,제한명령 또는 시정명령의 문서화,,문서로 하여야 한다,제한명령 또는 시정명령,MANDATORY,제46조의2(부수업무의 신고) ③ 제2항에 따른 제한명령 또는 시정명령은 그 내용 및 사유가 구체적으로 적힌 문서로 하여야 한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
여신전문금융업법,제46조의2,4,부수업무의 신고,"[4, 4, 46, 4]",PROCEDURE,부수업무 공고,금융위원회,공고하여야 한다,부수업무,MANDATORY,제46조의2(부수업무의 신고) ④ 금융위원회는 제1항에 따라 신고받은 부수업무 및 제2항에 따라 제한명령 또는 시정명령을 한 부수업무를 대통령령으로 정하는 방법 및 절차에 따라 인터넷 홈페이지 등에 공고하여야 한다. [본조신설 2016. 3. 29.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
여신전문금융업법,제46조의3,,겸영업무ㆍ부수업무의 회계처리,"[4, 4, 46, None]",REGULATION,겸영업무 및 부수업무의 회계처리,신용카드업자,구분하여 회계처리,업무,MANDATORY,제46조의3(겸영업무ㆍ부수업무의 회계처리) 신용카드업자가 제46조제1항제6호의2 또는 제7호에 따라 다른 금융업무 또는 부수업무를 하는 경우에는 대통령령으로 정하는 바에 따라 그 업무를 신용카드업과 구분하여 회계처리하여야 한다. [본조신설 2016. 3. 29.],,제46조의3; 제46조제1항제6호,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제47조,1,자금조달방법,"[4, 4, 47, 1]",REGULATION,자금조달방법,여신전문금융회사,자금을 조달할 수 있다,자금,PERMISSIVE,"제47조(자금조달방법) ① 여신전문금융회사는 다음 각 호에서 정한 방법으로만 자금을 조달할 수 있다. 1. 다른 법률에 따라 설립되거나, 금융위원회의 인가 또는 허가를 받거나, 금융위원회에 등록한 금융기관으로부터의 차입 2. 사채(社債)나 어음의 발행 3. 보유하고 있는 유가증권의 매출 4. 보유하고 있는 대출채권(貸出債權)의 양도 5. 그 밖에 대통령령으로 정하는 방법",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
여신전문금융업법,제47조,2,자금조달방법,"[4, 4, 47, 2]",REGULATION,자금조달방법의 제한,대통령령,제한할 수 있다,"사채, 어음, 유가증권",PERMISSIVE,제47조(자금조달방법) ② 제1항제2호에 따른 사채나 어음의 발행 및 같은 항 제3호에 따른 유가증권의 매출에 대하여는 대통령령으로 정하는 바에 따라 그 방법이나 대상을 제한할 수 있다. [전문개정 2009. 2. 6.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
여신전문금융업법,제48조,1,외형확대 위주의 경영제한,"[4, 4, 48, 1]",REGULATION,자기자본 대비 총자산 한도,여신전문금융회사,초과 금지,총자산,PROHIBITIVE,"제48조(외형확대 위주의 경영제한) ① 여신전문금융회사는 총자산이 자기자본의 10배의 범위에서 금융위원회가 정하는 배수(이하 “자기자본 대비 총자산 한도”라 한다)에 해당하는 금액을 초과하여서는 아니 된다. <개정 2009. 2. 6., 2012. 3. 21.>",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
여신전문금융업법,제48조,2,외형확대 위주의 경영제한,"[4, 4, 48, 2]",ACTOR,자기자본 대비 총자산 한도 설정,금융위원회,달리 정할 수 있다,총자산 한도,PERMISSIVE,"제48조(외형확대 위주의 경영제한) ② 금융위원회는 자기자본 대비 총자산 한도를 정함에 있어 여신전문금융업별 자산의 성격 및 건전성 등을 감안하여 신용카드업을 영위하는 여신전문금융회사와 신용카드업을 영위하지 아니하는 여신전문금융회사에 적용되는 한도를 달리 정할 수 있다. <개정 2009. 2. 6., 2012. 3. 21.>",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
여신전문금융업법,제48조,3,외형확대 위주의 경영제한,"[4, 4, 48, 3]",PROCEDURE,자기자본 대비 총자산 한도의 시행,대통령령,정한다,필요한 사항,PERMISSIVE,제48조(외형확대 위주의 경영제한) ③ 제1항 및 제2항에서 정한 것 외에 자기자본 대비 총자산 한도의 시행에 관하여 필요한 사항은 대통령령으로 정한다. <신설 2012. 3. 2>,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
여신전문금융업법,제49조,1,부동산의 취득제한,"[4, 4, 49, 1]",REGULATION,업무용 부동산 취득 제한,여신전문금융회사,취득 제한,업무용 부동산,PROHIBITIVE,"제49조(부동산의 취득제한) ① 여신전문금융회사가 취득할 수 있는 업무용 부동산은 다음 각 호의 어느 하나에 해당하는 것으로 제한한다. 1. 본점(本店)ㆍ지점(支店), 그 밖의 사무소 2. 임직원용 사택(社宅), 합숙소 및 직원 연수원 3. 그 밖에 업무에 직접 필요한 부동산으로서 총리령으로 정하는 것",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
여신전문금융업법,제49조,2,부동산의 취득제한,"[4, 4, 49, 2]",ACTOR,부동산 취득 한도 제한,금융위원회,제한할 수 있다,업무용 부동산의 총액,PERMISSIVE,제49조(부동산의 취득제한) ② 금융위원회는 여신전문금융회사가 너무 많은 부동산을 보유하는 것을 제한할 필요가 있다고 인정하면 여신전문금융회사가 제1항에 따라 취득할 수 있는 업무용 부동산의 총액을 자기자본의 100분의 100 이상 일정 비율 이내로 제한할 수 있다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,3
여신전문금융업법,제49조,3,부동산의 취득제한,"[4, 4, 49, 3]",REGULATION,업무용 부동산 총액 산출 기준,,산출한다,업무용 부동산의 총액,,제49조(부동산의 취득제한) ③ 제2항에 따른 업무용 부동산의 총액은 장부가액(帳簿價額)을 기준으로 산출(算出)한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
여신전문금융업법,제49조,4,부동산의 취득제한,"[4, 4, 49, 4]",REGULATION,부동산 취득 제한,여신전문금융회사,취득할 수 있다,업무용 부동산 외의 부동산,PERMISSIVE,제49조(부동산의 취득제한) ④ 여신전문금융회사는 다음 각 호의 어느 하나에 해당하는 경우에만 업무용 부동산 외의 부동산을 취득할 수 있다. 1. 해당 부동산이 시설대여나 연불판매의 목적물인 경우 2. 담보권(擔保權)을 실행하여 부동산을 취득하는 경우,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
여신전문금융업법,제49조의2,1,대주주에 대한 신용공여한도 등,"[4, 4, 49, 1]",REGULATION,대주주에 대한 신용공여한도,여신전문금융회사,신용공여 합계액 제한,자기자본의 100분의 50,PROHIBITIVE,"제49조의2(대주주에 대한 신용공여한도 등) ① 여신전문금융회사가 그의 대주주(대통령령으로 정하는 대주주의 특수관계인을 포함한다. 이하 이 조에서 같다)에게 제공할 수 있는 신용공여의 합계액은 그 여신전문금융회사의 자기자본의 100분의 50을 넘을 수 없으며, 대주주는 그 여신전문금융회사로부터 그 한도를 넘겨 신용공여를 받아서는 아니 된다.",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
여신전문금융업법,제49조의2,2,대주주에 대한 신용공여한도 등,"[4, 4, 49, 2]",PROCEDURE,대주주 신용공여 시 이사회 결의,여신전문금융회사,이사회의 결의를 거침,신용공여,MANDATORY,제49조의2(대주주에 대한 신용공여한도 등) ② 여신전문금융회사는 그의 대주주에게 제1항의 범위에서 대통령령으로 정하는 금액 이상의 신용공여(대통령령으로 정하는 거래를 포함한다. 이하 이 조에서 같다)를 하려는 경우에는 미리 이사회의 결의를 거쳐야 한다. 이 경우 이사회는 재적이사 전원의 찬성으로 의결한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
여신전문금융업법,제49조의2,3,대주주에 대한 신용공여한도 등,"[4, 4, 49, 3]",PROCEDURE,대주주 신용공여 보고 및 공시 의무,여신전문금융회사,보고 및 공시,신용공여 사실,MANDATORY,"제49조의2(대주주에 대한 신용공여한도 등) ③ 여신전문금융회사는 그의 대주주에게 제2항에 따라 대통령령으로 정하는 금액 이상의 신용공여를 한 경우에는 그 사실을 금융위원회에 지체 없이 보고하고, 인터넷 홈페이지 등을 이용하여 공시하여야 한다.",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.6,3
여신전문금융업법,제49조의2,4,대주주에 대한 신용공여한도 등,"[4, 4, 49, 4]",PROCEDURE,대주주 신용공여 보고 및 공시,여신전문금융회사,보고 및 공시,보고사항,MANDATORY,"제49조의2(대주주에 대한 신용공여한도 등) ④ 여신전문금융회사는 제3항에 따른 보고사항 중 대통령령으로 정하는 사항을 종합하여 분기별로 금융위원회에 보고하고, 인터넷 홈페이지 등을 이용하여 공시하여야 한다.",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.7,3
여신전문금융업법,제49조의2,5,대주주에 대한 신용공여한도 등,"[4, 4, 49, 5]",REGULATION,신용공여한도 초과 시 조치,여신전문금융회사,한도에 적합하도록 조정,신용공여한도,MANDATORY,"제49조의2(대주주에 대한 신용공여한도 등) ⑤ 여신전문금융회사는 추가적인 신용공여를 하지 아니하였음에도 불구하고 자기자본의 변동, 대주주의 변경 등으로 제1항에 따른 한도를 넘게 되는 경우에는 대통령령으로 정하는 기간 내에 제1항에 따른 한도에 적합하도록 하여야 한다.",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.7,0
여신전문금융업법,제49조의2,6,대주주에 대한 신용공여한도 등,"[4, 4, 49, 6]",PROCEDURE,신용공여 기간 연장 승인,여신전문금융회사,승인을 받아 기간을 연장할 수 있다,신용공여 기간,PERMISSIVE,제49조의2(대주주에 대한 신용공여한도 등) ⑥ 제5항에도 불구하고 여신전문금융회사는 신용공여의 기한 및 규모 등에 따른 부득이한 사유가 있으면 금융위원회의 승인을 받아 그 기간을 연장할 수 있다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
여신전문금융업법,제49조의2,7,대주주에 대한 신용공여한도 등,"[4, 4, 49, 7]",PROCEDURE,대주주 신용공여한도 승인 절차,여신전문금융회사,세부계획서 제출,세부계획서,MANDATORY,"제49조의2(대주주에 대한 신용공여한도 등) ⑦ 제6항에 따른 승인을 받으려는 여신전문금융회사는 제5항에 따른 기간이 만료되기 3개월 전까지 제1항에 따른 한도에 적합하도록 하기 위한 세부계획서를 금융위원회에 제출하여야 하고, 금융위원회는 세부계획서를 제출받은 날부터 1개월 내에 승인 여부를 결정ㆍ통보하여야 한다.",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.7,3
